,volume,vol_fluc,vibrato,brightness,attack,vol_peak_pos,pitch,onset,offset,note_length
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1,0.7196304798126221,0.3330182731151581,0.36041417717933655,0.32215532660484314,0.5631191730499268,0.49153754115104675,72,0,233,233
2,0.0,0.0,0.0,0.0,0.0,0.0,0,233,234,1
3,0.7180817127227783,0.4074895679950714,0.18312829732894897,0.27686044573783875,0.5541568398475647,0.566673755645752,74,234,351,117
4,0.0,0.0,0.0,0.0,0.0,0.0,0,351,355,4
5,0.6841033697128296,0.3659285604953766,0.05187726765871048,0.2938688397407532,0.5550366044044495,0.6310384273529053,72,355,410,55
6,0.7500876188278198,0.2730255722999573,0.06493096053600311,0.2935381829738617,0.5657660365104675,0.6604940891265869,74,410,466,56
7,0.7266721129417419,0.3302863538265228,0.07270980626344681,0.2927919924259186,0.5837339162826538,0.6057979464530945,76,466,525,59
8,0.0,0.0,0.0,0.0,0.0,0.0,0,525,528,3
9,0.6577457189559937,0.4282386600971222,0.04906223714351654,0.28397494554519653,0.5626325011253357,0.5778493285179138,74,528,587,59
10,0.0,0.0,0.0,0.0,0.0,0.0,0,587,588,1
11,0.7132914066314697,0.26402896642684937,0.24711857736110687,0.30055567622184753,0.5237950682640076,0.5897819995880127,72,588,823,235
12,0.7608152031898499,0.20499593019485474,0.10495909303426743,0.28125444054603577,0.5456789135932922,0.6527319550514221,71,823,935,112
13,0.7414323091506958,0.24656027555465698,0.09552817046642303,0.2871454954147339,0.5495229959487915,0.6397064328193665,76,935,1052,117
14,0.0,0.0,0.0,0.0,0.0,0.0,0,1052,1056,4
15,0.7206908464431763,0.2896433174610138,0.09248001128435135,0.2734003961086273,0.525143563747406,0.6937769055366516,79,1056,1173,117
16,0.0,0.0,0.0,0.0,0.0,0.0,0,1173,1177,4
17,0.7446715831756592,0.22688990831375122,0.09147965162992477,0.26416870951652527,0.5220755934715271,0.7311009764671326,77,1177,1287,110
18,0.7643057107925415,0.17844480276107788,0.10676080733537674,0.2630988359451294,0.5410434007644653,0.657548189163208,76,1287,1402,115
19,0.7274798154830933,0.20690733194351196,0.28885018825531006,0.29916486144065857,0.5258012413978577,0.540645182132721,74,1402,1752,350
20,0.7271041870117188,0.19050952792167664,0.17378346621990204,0.3118114471435547,0.5378978848457336,0.6231893301010132,76,1752,1987,235
21,0.0,0.0,0.0,0.0,0.0,0.0,0,1987,1991,4
22,0.6679531335830688,0.23007819056510925,0.21788819134235382,0.2982010543346405,0.5127021074295044,0.5332022309303284,74,1991,2577,586
23,0.0,0.0,0.0,0.0,0.0,0.0,0,2577,2582,5
24,0.6974748373031616,0.22716030478477478,0.19211500883102417,0.2601279318332672,0.4944957196712494,0.5884869694709778,76,2582,2813,231
25,0.7287575006484985,0.20298351347446442,0.20668575167655945,0.26251575350761414,0.5220337510108948,0.5472637414932251,79,2813,3045,232
26,0.7055208683013916,0.2194729447364807,0.08087285608053207,0.2681930363178253,0.5305083394050598,0.6189011931419373,77,3045,3163,118
27,0.0,0.0,0.0,0.0,0.0,0.0,0,3163,3166,3
28,0.7163646221160889,0.22915434837341309,0.07572642713785172,0.2576616704463959,0.5115528702735901,0.702383279800415,76,3166,3280,114
29,0.7249493598937988,0.24007338285446167,0.09119133651256561,0.2571634352207184,0.5487890243530273,0.6162407398223877,74,3280,3397,117
30,0.0,0.0,0.0,0.0,0.0,0.0,0,3397,3402,5
31,0.6766353845596313,0.2531172037124634,0.024626588448882103,0.265817791223526,0.5120956301689148,0.67233806848526,76,3402,3460,58
32,0.6865137815475464,0.22474919259548187,0.03671319782733917,0.2633633315563202,0.5457499623298645,0.5930706858634949,74,3460,3515,55
33,0.7051938772201538,0.26173484325408936,0.092994324862957,0.25608181953430176,0.55119788646698,0.5806042551994324,72,3515,3633,118
34,0.6373250484466553,0.3748775124549866,0.14445087313652039,0.24157452583312988,0.5632666945457458,0.4646952450275421,71,3633,3750,117
35,0.0,0.0,0.0,0.0,0.0,0.0,0,3750,4000,250
