,volume,vol_fluc,vibrato,brightness,attack,vol_peak_pos,pitch,onset,offset,note_length
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,5
1,0.7117065191268921,0.19186951220035553,0.5150824189186096,0.3623756468296051,0.5633657574653625,0.6109184622764587,79,5,235,230
2,0.7576526403427124,0.13234344124794006,0.536296010017395,0.38061490654945374,0.5575461387634277,0.6240251660346985,77,235,463,228
3,0.740833580493927,0.17428752779960632,0.5288504362106323,0.40168121457099915,0.5562888979911804,0.6415848731994629,76,463,698,235
4,0.0,0.0,0.0,0.0,0.0,0.0,0,698,699,1
5,0.736557126045227,0.1779613494873047,0.47752800583839417,0.3549267649650574,0.5611940622329712,0.7397246956825256,74,699,933,234
6,0.754597544670105,0.16950184106826782,0.5014208555221558,0.37904590368270874,0.5935676097869873,0.6857255101203918,72,933,1167,234
7,0.0,0.0,0.0,0.0,0.0,0.0,0,1167,1177,10
8,0.7404517531394958,0.1768127679824829,0.42450323700904846,0.34395095705986023,0.5524672865867615,0.7595267295837402,74,1177,1402,225
9,0.7467710375785828,0.17660781741142273,0.42901650071144104,0.36702877283096313,0.5962271094322205,0.6964512467384338,76,1402,1637,235
10,0.0,0.0,0.0,0.0,0.0,0.0,0,1637,1642,5
11,0.6684762835502625,0.20254769921302795,0.4428812563419342,0.3638869822025299,0.5333826541900635,0.5756517052650452,77,1642,2338,696
12,0.24923284351825714,0.034331660717725754,0.13278818130493164,0.0884990394115448,0.11589286476373672,0.17783823609352112,79,2338,3745,1407
13,0.0,0.0,0.0,0.0,0.0,0.0,0,3745,3749,4
14,0.7471816539764404,0.16288010776042938,0.42868608236312866,0.28566163778305054,0.5008856058120728,0.7707257866859436,77,3749,3979,230
15,0.752216100692749,0.1667071282863617,0.5037554502487183,0.32393333315849304,0.5595683455467224,0.7126316428184509,79,3979,4214,235
16,0.0,0.0,0.0,0.0,0.0,0.0,0,4214,4217,3
17,0.7251206040382385,0.1823992133140564,0.4900299608707428,0.32325831055641174,0.5211141705513,0.7148310542106628,80,4217,4451,234
18,0.0,0.0,0.0,0.0,0.0,0.0,0,4451,4454,3
19,0.7210817337036133,0.1857892870903015,0.4934369623661041,0.32408246397972107,0.5227227210998535,0.6775708794593811,79,4454,4688,234
20,0.0,0.0,0.0,0.0,0.0,0.0,0,4688,4691,3
21,0.7193585634231567,0.17842543125152588,0.5033621191978455,0.3163694143295288,0.5184867978096008,0.6755297780036926,77,4691,4919,228
22,0.75644850730896,0.16352629661560059,0.48527103662490845,0.3299010992050171,0.5698614120483398,0.6897518634796143,74,4919,5154,235
23,0.7485499978065491,0.17973127961158752,0.4997940957546234,0.3549450635910034,0.5692926049232483,0.6957749724388123,75,5154,5389,235
24,0.0,0.0,0.0,0.0,0.0,0.0,0,5389,5390,1
25,0.719118595123291,0.18729573488235474,0.4659891426563263,0.34567221999168396,0.5293933749198914,0.6744360327720642,74,5390,5624,234
26,0.0,0.0,0.0,0.0,0.0,0.0,0,5624,5629,5
27,0.7199506759643555,0.17946204543113708,0.47541460394859314,0.343185693025589,0.529087483882904,0.6466835141181946,72,5629,5860,231
28,0.7521073222160339,0.16934987902641296,0.44705626368522644,0.34081894159317017,0.5649461150169373,0.6637664437294006,70,5860,6092,232
29,0.7592059969902039,0.16779711842536926,0.462164044380188,0.3664693832397461,0.5723910927772522,0.7068458795547485,74,6092,6326,234
30,0.7603453993797302,0.17466777563095093,0.4343779385089874,0.3941229581832886,0.5840404033660889,0.7190374732017517,72,6326,6560,234
31,0.0,0.0,0.0,0.0,0.0,0.0,0,6560,6561,1
32,0.7110100984573364,0.18709486722946167,0.46366557478904724,0.392122358083725,0.5438046455383301,0.6168217062950134,70,6561,7029,468
33,0.0,0.0,0.0,0.0,0.0,0.0,0,7029,7030,1
34,0.7246507406234741,0.17927011847496033,0.40252384543418884,0.3676222264766693,0.5263183116912842,0.6048335433006287,67,7030,7264,234
35,0.0,0.0,0.0,0.0,0.0,0.0,0,7264,7268,4
36,0.7002683877944946,0.2209630012512207,0.4231168329715729,0.34680572152137756,0.5200672745704651,0.48216694593429565,68,7268,7502,234
37,0.0,0.0,-0.0,-0.0,-0.0,0.0,0,7502,7752,250
