,volume,vol_fluc,vol_peak_pos,vibrato,brightness,attack,pitch,onset,offset,note_length
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1,0.7395809888839722,0.33552518486976624,0.34789690375328064,0.32672226428985596,0.5702816247940063,0.55987149477005,77,0,168,168
2,0.0,0.0,0.0,0.0,0.0,0.0,0,168,173,5
3,0.7533653974533081,0.2437175065279007,0.27141907811164856,0.304775208234787,0.5326902270317078,0.6773836612701416,79,173,331,158
4,0.6803067922592163,0.2552274465560913,0.4033176600933075,0.3316570520401001,0.5263296365737915,0.4892987310886383,81,331,672,341
5,0.0,0.0,0.0,0.0,0.0,0.0,0,672,679,7
6,0.7296117544174194,0.2627417743206024,0.0604700893163681,0.2803541421890259,0.5160598754882812,0.7768481969833374,79,679,762,83
7,0.767565131187439,0.22129236161708832,0.07845849543809891,0.2821490466594696,0.5629626512527466,0.7202404141426086,77,762,847,85
8,0.0,0.0,0.0,0.0,0.0,0.0,0,847,851,4
9,0.7466005682945251,0.21726730465888977,0.16683416068553925,0.2967233955860138,0.5283809304237366,0.7374227643013,76,851,1020,169
10,0.7064409255981445,0.22529537975788116,0.34815743565559387,0.3333543539047241,0.5272674560546875,0.5293049812316895,74,1020,1360,340
11,0.0,0.0,0.0,0.0,0.0,0.0,0,1360,1362,2
12,0.7340918779373169,0.24710896611213684,0.10583852231502533,0.2847110629081726,0.5155364871025085,0.7403853535652161,76,1362,1532,170
13,0.0,0.0,0.0,0.0,0.0,0.0,0,1532,1534,2
14,0.6920766830444336,0.24217820167541504,0.26118603348731995,0.29834893345832825,0.5099380612373352,0.558085024356842,73,1534,1875,341
15,0.0,0.0,0.0,0.0,0.0,0.0,0,1875,1880,5
16,0.727197527885437,0.21699152886867523,0.10285395383834839,0.25967568159103394,0.497684121131897,0.7298409938812256,74,1880,2045,165
17,0.7320849895477295,0.21401327848434448,0.1450411081314087,0.26955902576446533,0.531494677066803,0.6291711926460266,76,2045,2216,171
18,0.0,0.0,0.0,0.0,0.0,0.0,0,2216,2221,5
19,0.670523464679718,0.22892653942108154,0.24396152794361115,0.280507892370224,0.4927052855491638,0.5449880957603455,77,2221,2720,499
20,0.7100494503974915,0.18743468821048737,0.0912708193063736,0.28257331252098083,0.5162492394447327,0.6236980557441711,79,2720,2891,171
21,0.0,0.0,0.0,0.0,0.0,0.0,0,2891,2898,7
22,0.7016817331314087,0.21680819988250732,0.19814899563789368,0.27391254901885986,0.4846718907356262,0.6381035447120667,77,2898,3153,255
23,0.7253382802009583,0.16550225019454956,0.06367330253124237,0.27646780014038086,0.5245761275291443,0.6912670731544495,75,3153,3239,86
24,0.0,0.0,0.0,0.0,0.0,0.0,0,3239,3242,3
25,0.6990410089492798,0.23771734535694122,0.19303177297115326,0.2803531587123871,0.4977175295352936,0.5945166349411011,74,3242,3498,256
26,0.0,0.0,0.0,0.0,0.0,0.0,0,3498,3501,3
27,0.7259575128555298,0.18860501050949097,0.05214463174343109,0.2590789794921875,0.48165780305862427,0.7467060089111328,75,3501,3584,83
28,0.754997968673706,0.13206659257411957,0.051746755838394165,0.26760151982307434,0.5259841084480286,0.6859369874000549,77,3584,3664,80
29,0.7540972232818604,0.1400803178548813,0.05253969132900238,0.27086129784584045,0.544665515422821,0.6775445342063904,75,3664,3749,85
30,0.7124310731887817,0.21625840663909912,0.11554590612649918,0.2767672538757324,0.5411039590835571,0.6163894534111023,74,3749,3919,170
31,0.0,0.0,0.0,0.0,0.0,0.0,0,3919,3921,2
32,0.7154660224914551,0.21517175436019897,0.11159983277320862,0.2719593346118927,0.5078662633895874,0.6861371397972107,75,3921,4091,170
33,0.743672251701355,0.1654375195503235,0.0965697318315506,0.2826010584831238,0.527442991733551,0.655443012714386,72,4091,4261,170
34,0.7155756950378418,0.19976401329040527,0.10788285732269287,0.29476869106292725,0.5294514894485474,0.6330544948577881,74,4261,4431,170
35,0.0,0.0,0.0,0.0,0.0,0.0,0,4431,4432,1
36,0.7071863412857056,0.24108171463012695,0.06950610876083374,0.2868773639202118,0.5070310235023499,0.6699521541595459,72,4432,4602,170
37,0.0,0.0,0.0,0.0,0.0,0.0,0,4602,4605,3
38,0.7032572627067566,0.25857850909233093,0.07904253900051117,0.2749575674533844,0.5095945000648499,0.617938220500946,70,4605,4775,170
39,0.0,0.0,0.0,0.0,0.0,0.0,0,4775,4779,4
40,0.7071767449378967,0.23821353912353516,0.09158886969089508,0.26612523198127747,0.5042341351509094,0.6194747090339661,72,4779,4949,170
41,0.7101930379867554,0.22375941276550293,0.10247736424207687,0.26240620017051697,0.5171926617622375,0.5701496601104736,74,4949,5116,167
42,0.690464973449707,0.24005451798439026,0.12075655162334442,0.2700597643852234,0.5074498057365417,0.5566003322601318,72,5116,5283,167
43,0.650840699672699,0.31379252672195435,0.17233091592788696,0.2675015926361084,0.5169466733932495,0.4647711515426636,70,5283,5453,170
44,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0,5453,5703,250
