,volume,vol_fluc,vol_peak_pos,vibrato,brightness,attack,pitch,onset,offset,note_length
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1,0.644603967666626,0.19690242409706116,0.281772643327713,0.30450570583343506,0.4895539879798889,0.5053306221961975,76,0,802,802
2,0.0,0.0,0.0,0.0,0.0,0.0,0,802,806,4
3,0.6575440168380737,0.18487757444381714,0.25986194610595703,0.20244702696800232,0.4352928400039673,0.6544846296310425,75,806,1068,262
4,0.6483656167984009,0.17417162656784058,0.3673689067363739,0.24315917491912842,0.4362042546272278,0.4717111587524414,73,1068,1604,536
5,0.0,0.0,0.0,0.0,0.0,0.0,0,1604,1614,10
6,0.642585039138794,0.17463232576847076,0.2350156307220459,0.17740443348884583,0.4102681279182434,0.6812136769294739,71,1614,1879,265
7,0.6417287588119507,0.16720373928546906,0.3648991882801056,0.22762930393218994,0.427757203578949,0.4946861267089844,74,1879,2415,536
8,0.0,0.0,0.0,0.0,0.0,0.0,0,2415,2420,5
9,0.6251804828643799,0.17969699203968048,0.25913485884666443,0.16764327883720398,0.4076478183269501,0.6343802213668823,75,2420,2684,264
10,0.6901184320449829,0.09658724069595337,0.15058231353759766,0.18723151087760925,0.4529445469379425,0.6539047360420227,77,2684,2937,253
11,0.6676437854766846,0.1326030194759369,0.19287323951721191,0.19685864448547363,0.4514424800872803,0.6440972089767456,79,2937,3205,268
12,0.0,0.0,0.0,0.0,0.0,0.0,0,3205,3213,8
13,0.593883752822876,0.2002989500761032,0.2621852457523346,0.19287976622581482,0.43845129013061523,0.5458795428276062,77,3213,3748,535
14,0.0,0.0,0.0,0.0,0.0,0.0,0,3748,3755,7
15,0.5676391124725342,0.21079087257385254,0.21967686712741852,0.19917020201683044,0.44297540187835693,0.40819644927978516,79,3755,4555,800
16,0.5758413076400757,0.10577043890953064,0.1178901195526123,0.18068674206733704,0.3721987009048462,0.5298684239387512,75,4555,5086,531
17,0.6374354362487793,0.16061264276504517,0.25308993458747864,0.20334678888320923,0.422980934381485,0.5504238605499268,77,5086,5488,402
18,0.0,0.0,0.0,0.0,0.0,0.0,0,5488,5491,3
19,0.6301820278167725,0.14529447257518768,0.061480939388275146,0.1494360864162445,0.4193524122238159,0.729015052318573,79,5491,5623,132
20,0.6772840023040771,0.16079464554786682,0.33664804697036743,0.2031528353691101,0.45730093121528625,0.4909314215183258,76,5623,6151,528
21,0.6727566719055176,0.12914419174194336,0.15871562063694,0.21115875244140625,0.46183162927627563,0.6464124321937561,77,6151,6419,268
22,0.0,0.0,0.0,0.0,0.0,0.0,0,6419,6427,8
23,0.6106337308883667,0.19611342251300812,0.25849273800849915,0.21227088570594788,0.4517752528190613,0.5308895111083984,74,6427,6963,536
24,0.0,0.0,0.0,0.0,0.0,0.0,0,6963,6964,1
25,0.6256760358810425,0.19533991813659668,0.2010480761528015,0.17533859610557556,0.4342634677886963,0.5431713461875916,72,6964,7232,268
26,0.0,0.0,0.0,0.0,0.0,0.0,0,7232,7238,6
27,0.6331403255462646,0.18380898237228394,0.21129056811332703,0.16634723544120789,0.4379585087299347,0.5591298937797546,74,7238,7497,259
28,0.6534810066223145,0.19679956138134003,0.19760972261428833,0.17435666918754578,0.4590282440185547,0.5209940075874329,70,7497,7765,268
29,0.0,0.0,0.0,0.0,0.0,0.0,0,7765,7772,7
30,0.604688823223114,0.235653355717659,0.23160138726234436,0.19564586877822876,0.45272013545036316,0.4204230308532715,69,7772,8304,532
31,0.6236705183982849,0.2510424554347992,0.18160752952098846,0.18570560216903687,0.4468105137348175,0.4253998398780823,67,8304,8571,267
32,0.0,0.0,-0.0,-0.0,-0.0,0.0,0,8571,8821,250
